Function,Iteration,WSOA,PSO,DE,GA,ABC,GWO,WOA,SCA,HHO,MPA,AO,DBO
F6,54,7.637734043865083e+03,2.386432364281569e+05,1.326475961481457e+04,2.294596742412187e+04,3.639694842829018e+04,2.615376182595168e+06,1.540691634165252e+05,4.669915938653392e+06,2.479847704813090e+04,2.331974528736023e+06,3.200758012027759e+04,8.257203367651638e+04
F6,55,7.549949824269086e+03,2.386432364281569e+05,1.326475961481457e+04,2.226727917486180e+04,3.639694842829018e+04,2.615376182595168e+06,1.540691634165252e+05,4.669915938653392e+06,2.472859856503114e+04,2.331974528736023e+06,3.057620699953685e+04,8.257203367651638e+04
F6,56,7.549949824269086e+03,1.498862779692330e+05,1.326475961481457e+04,2.226529958736333e+04,3.436579425310610e+04,2.615376182595168e+06,8.881264784482394e+04,4.669915938653392e+06,2.472859856503114e+04,2.331974528736023e+06,3.023623325757348e+04,7.850953157414848e+04
F6,57,7.082769797903998e+03,1.498862779692330e+05,1.326475961481457e+04,2.114025394907102e+04,3.436579425310610e+04,2.615376182595168e+06,8.881264784482394e+04,4.669915938653392e+06,2.472859856503114e+04,2.331974528736023e+06,2.950881836397054e+04,7.577680500331568e+04
F6,58,7.036650197158342e+03,1.233569818593555e+05,1.326475961481457e+04,2.090424190164007e+04,3.369539397638984e+04,2.615376182595168e+06,8.881264784482394e+04,4.669915938653392e+06,2.472859856503114e+04,2.331974528736023e+06,2.459068689823366e+04,7.577680500331568e+04
F6,59,6.772418579545620e+03,1.233569818593555e+05,1.326475961481457e+04,2.041428540460574e+04,3.369539397638984e+04,2.615376182595168e+06,8.881264784482394e+04,4.669915938653392e+06,2.472859856503114e+04,2.331974528736023e+06,2.218674542915113e+04,7.577680500331568e+04
F6,60,6.721515277646908e+03,1.233569818593555e+05,1.326475961481457e+04,2.041428540460574e+04,3.369539397638984e+04,2.615376182595168e+06,8.881264784482394e+04,4.669915938653392e+06,2.472859856503114e+04,2.331974528736023e+06,2.195711279607811e+04,7.577680500331568e+04
F6,61,6.719966037435806e+03,1.233569818593555e+05,1.271656775027571e+04,2.041428540460574e+04,3.369539397638984e+04,2.615376182595168e+06,8.881264784482394e+04,4.669915938653392e+06,2.472859856503114e+04,2.331974528736023e+06,2.195711279607811e+04,7.577680500331568e+04
F6,62,6.719966037435806e+03,1.203006826087664e+05,1.254682095600670e+04,2.041396086855205e+04,3.369539397638984e+04,2.615376182595168e+06,8.881264784482394e+04,4.669915938653392e+06,2.471307476016921e+04,2.331974528736023e+06,2.195619258952753e+04,7.577680500331568e+04
F6,63,6.604382410368130e+03,8.768977450205773e+04,1.027876236536824e+04,2.034613920872781e+04,3.369539397638984e+04,1.448141933766805e+06,8.881264784482394e+04,4.669915938653392e+06,2.469649675761885e+04,2.331974528736023e+06,2.195276920062291e+04,7.577680500331568e+04
F6,64,6.604382410368130e+03,8.768977450205773e+04,1.027876236536824e+04,1.999434629930088e+04,3.369539397638984e+04,1.448141933766805e+06,8.881264784482394e+04,4.669915938653392e+06,2.469649675761885e+04,2.331974528736023e+06,2.194564848483436e+04,7.577680500331568e+04
F6,65,6.604382410368130e+03,8.610004658928580e+04,1.027876236536824e+04,1.978894754584836e+04,3.369530809890441e+04,7.017858180105493e+05,8.881264784482394e+04,4.669915938653392e+06,2.462080025164660e+04,2.331974528736023e+06,2.193935426920818e+04,7.577680500331568e+04
F6,66,6.603007499064735e+03,8.230069520255327e+04,1.027876236536824e+04,1.970754153170223e+04,3.369530809890441e+04,7.017858180105493e+05,8.881264784482394e+04,4.669915938653392e+06,2.462080025164660e+04,2.331974528736023e+06,2.193935426920818e+04,7.577680500331568e+04
F6,67,6.583292040506955e+03,8.230069520255327e+04,8.854399059622283e+03,1.969216143186824e+04,3.369530809890441e+04,7.017858180105493e+05,8.881264784482394e+04,4.669915938653392e+06,2.462080025164660e+04,2.331974528736023e+06,2.193721261465342e+04,7.577680500331568e+04
F6,68,6.583292040506955e+03,8.230069520255327e+04,7.413215071841782e+03,1.964299998689467e+04,3.369530809890441e+04,7.017858180105493e+05,7.852579053826275e+04,4.669915938653392e+06,2.462080025164660e+04,4.470687121555372e+05,2.193721261465342e+04,7.577680500331568e+04
F6,69,6.583292040506955e+03,8.230069520255327e+04,7.413215071841782e+03,1.961633779719919e+04,3.369530809890441e+04,7.017858180105493e+05,7.852579053826275e+04,4.669915938653392e+06,2.462080025164660e+04,4.084828836459841e+05,2.193721261465342e+04,7.577680500331568e+04
F6,70,6.566729397352634e+03,8.230069520255327e+04,6.945614514637206e+03,1.961633779719919e+04,3.369530809890441e+04,7.017858180105493e+05,7.852579053826275e+04,4.669915938653392e+06,2.462080025164660e+04,7.015560693390996e+04,2.193721261465342e+04,7.577680500331568e+04
F6,71,6.557424093778850e+03,8.230069520255327e+04,4.278878740623422e+03,1.693173641554726e+04,3.369530809890441e+04,7.017858180105493e+05,7.852579053826275e+04,4.669915938653392e+06,2.462080025164660e+04,7.015560693390996e+04,2.193721261465342e+04,7.577680500331568e+04
F6,72,6.556669091557613e+03,6.654654346205728e+04,4.278878740623422e+03,1.693173641554726e+04,3.369530809890441e+04,7.017858180105493e+05,7.852579053826275e+04,4.669915938653392e+06,2.462080025164660e+04,7.015560693390996e+04,2.193721261465342e+04,7.577680500331568e+04
F6,73,6.542764127578324e+03,6.654654346205728e+04,4.278878740623422e+03,1.693173641554726e+04,3.363439884048724e+04,7.017858180105493e+05,7.852579053826275e+04,4.669915938653392e+06,2.462080025164660e+04,7.015560693390996e+04,2.193721261465342e+04,7.577680500331568e+04
F6,74,6.532248788339842e+03,6.654654346205728e+04,4.278878740623422e+03,1.693173641554726e+04,3.363439884048724e+04,7.017858180105493e+05,7.852579053826275e+04,4.669915938653392e+06,2.462080025164660e+04,7.015560693390996e+04,2.193721261465342e+04,7.460224026590525e+04
F6,75,6.531071454257934e+03,6.654654346205728e+04,4.278878740623422e+03,1.677284408743771e+04,3.363439884048724e+04,7.017858180105493e+05,7.852579053826275e+04,4.669915938653392e+06,2.462080025164660e+04,7.015560693390996e+04,2.193721261465342e+04,7.460224026590525e+04
F6,76,6.522570451941134e+03,6.654654346205728e+04,4.278878740623422e+03,1.677284408743771e+04,3.363439884048724e+04,7.017858180105493e+05,7.852579053826275e+04,4.669915938653392e+06,2.452626606257314e+04,7.015560693390996e+04,2.193721261465342e+04,7.460224026590525e+04
F6,77,6.518826937431636e+03,6.273205532243276e+04,4.278878740623422e+03,1.676865066196282e+04,3.363439884048724e+04,7.017858180105493e+05,7.852579053826275e+04,4.669915938653392e+06,2.452626606257314e+04,7.015560693390996e+04,2.193721261465342e+04,7.460224026590525e+04
F6,78,6.513172760305224e+03,6.273205532243276e+04,4.278878740623422e+03,1.536798328977606e+04,3.363439884048724e+04,7.017858180105493e+05,7.852579053826275e+04,4.669915938653392e+06,2.451190713638033e+04,7.015560693390996e+04,2.193721261465342e+04,7.460224026590525e+04
F6,79,6.496142017200174e+03,6.273205532243276e+04,4.278878740623422e+03,1.536798328977606e+04,3.363439884048724e+04,7.017858180105493e+05,7.809300308525059e+04,4.669915938653392e+06,2.447852197320886e+04,6.202273943550065e+04,2.193721261465342e+04,7.460224026590525e+04
F6,80,6.479298560585788e+03,6.273205532243276e+04,4.278878740623422e+03,1.531739793532345e+04,3.363439884048724e+04,2.683008419568539e+05,7.809300308525059e+04,4.669915938653392e+06,2.444556313786632e+04,6.202273943550065e+04,2.193721261465342e+04,7.460224026590525e+04
F6,81,6.216084082725642e+03,6.273205532243276e+04,4.278878740623422e+03,1.531739793532345e+04,3.077578513193440e+04,2.683008419568539e+05,7.809300308525059e+04,4.669915938653392e+06,2.443932010858273e+04,6.202273943550065e+04,2.193721261465342e+04,7.460224026590525e+04
F6,82,6.165035237396556e+03,6.059221686314305e+04,4.278878740623422e+03,1.525329668627872e+04,3.072595567641588e+04,2.683008419568539e+05,7.809300308525059e+04,4.669915938653392e+06,2.443590825363269e+04,6.202273943550065e+04,2.193721261465342e+04,7.460224026590525e+04
F6,83,6.099748725046950e+03,6.059221686314305e+04,3.993645057582779e+03,1.524146481806586e+04,2.422301538396029e+04,2.683008419568539e+05,7.809300308525059e+04,4.669915938653392e+06,2.441942189903747e+04,6.046306530290889e+04,2.193721261465342e+04,7.460224026590525e+04
F6,84,6.090104924532729e+03,6.059221686314305e+04,3.993645057582779e+03,1.520280661656808e+04,2.340148380494351e+04,2.683008419568539e+05,7.809300308525059e+04,4.669915938653392e+06,2.441359487010335e+04,6.046306530290889e+04,2.193721261465342e+04,7.460224026590525e+04
F6,85,6.090104924532729e+03,5.972081829767641e+04,3.217991687474593e+03,1.518704000208876e+04,2.340075091504808e+04,2.683008419568539e+05,7.809300308525059e+04,4.669915938653392e+06,2.440835780836094e+04,6.046306530290889e+04,2.193721261465342e+04,7.460224026590525e+04
F6,86,6.090104924532729e+03,5.920517946659421e+04,3.217991687474593e+03,1.505837117490185e+04,2.340075091504808e+04,2.683008419568539e+05,7.809300308525059e+04,4.669915938653392e+06,2.440435230547498e+04,3.637778971845571e+04,2.193721261465342e+04,7.460224026590525e+04
F6,87,6.067633050103817e+03,5.775451306018024e+04,3.217991687474593e+03,1.505837117490185e+04,2.340038988354668e+04,2.683008419568539e+05,7.809300308525059e+04,4.669915938653392e+06,2.440434898272621e+04,3.418237441109653e+04,2.193721261465342e+04,7.460224026590525e+04
F6,88,6.021098131561192e+03,5.748865801320877e+04,3.217991687474593e+03,1.503702161190742e+04,1.849714585639311e+04,2.683008419568539e+05,7.809300308525059e+04,4.669915938653392e+06,2.438748061147877e+04,3.418237441109653e+04,2.193721261465342e+04,7.460224026590525e+04
F6,89,6.009179659552348e+03,5.666326597839046e+04,3.217991687474593e+03,1.497520162636106e+04,1.570118500334615e+04,2.683008419568539e+05,7.809300308525059e+04,4.669915938653392e+06,2.438638800597284e+04,3.388403475410612e+04,2.193721261465342e+04,7.460224026590525e+04
F6,90,5.992947702332149e+03,5.666326597839046e+04,3.217991687474593e+03,1.497520162636106e+04,1.570118500334615e+04,2.683008419568539e+05,7.809300308525059e+04,4.669915938653392e+06,2.436763902630468e+04,3.168333879086472e+04,2.193721261465342e+04,7.460224026590525e+04
F6,91,5.970941012262194e+03,5.666326597839046e+04,3.217991687474593e+03,1.497416358765654e+04,1.570098420496390e+04,2.683008419568539e+05,7.809300308525059e+04,4.669915938653392e+06,2.435825769313605e+04,2.896119853866230e+04,2.193721261465342e+04,7.460224026590525e+04
F6,92,5.970941012262194e+03,5.529794602629241e+04,2.402493316554961e+03,1.496896078922062e+04,1.570098420496390e+04,2.683008419568539e+05,7.809300308525059e+04,4.669915938653392e+06,2.435323625771267e+04,2.896119853866230e+04,2.193721261465342e+04,7.457504113317642e+04
F6,93,5.970941012262194e+03,5.499413613619122e+04,2.402493316554961e+03,1.496882325494084e+04,1.570098420496390e+04,2.683008419568539e+05,7.809300308525059e+04,4.669915938653392e+06,2.435312639821772e+04,2.893222092700916e+04,2.193721261465342e+04,7.457504113317642e+04
F6,94,5.968611170996238e+03,5.499413613619122e+04,2.314453340391336e+03,1.496882325494084e+04,1.570098420496390e+04,9.547397694374135e+04,7.809300308525059e+04,4.669915938653392e+06,2.435309357413979e+04,2.893222092700916e+04,2.193721261465342e+04,7.457504113317642e+04
F6,95,5.968407640868462e+03,5.383745959494321e+04,2.314453340391336e+03,1.496613603829747e+04,1.570098420496390e+04,9.547397694374135e+04,7.809300308525059e+04,4.669915938653392e+06,2.435034939599978e+04,2.893222092700916e+04,2.193721261465342e+04,7.457504113317642e+04
F6,96,5.967865122970246e+03,5.343002811659672e+04,2.314453340391336e+03,1.495436325137736e+04,1.570098420496390e+04,9.547397694374135e+04,7.809300308525059e+04,4.669915938653392e+06,2.434963292672061e+04,2.853275576035115e+04,2.193721261465342e+04,7.457504113317642e+04
F6,97,5.967802400196868e+03,5.330923921279820e+04,2.314453340391336e+03,1.495436325137736e+04,1.081432250426396e+04,9.547397694374135e+04,7.019746409156025e+04,4.669915938653392e+06,2.434956280166274e+04,2.853275576035115e+04,2.193721261465342e+04,7.457504113317642e+04
F6,98,5.967178142703008e+03,5.330923921279820e+04,2.314453340391336e+03,1.494239012038838e+04,1.081428218234493e+04,9.547397694374135e+04,7.019746409156025e+04,4.669915938653392e+06,2.434921467810866e+04,2.845291199774541e+04,2.193721261465342e+04,7.457504113317642e+04
F6,99,5.966999473715274e+03,5.301900064779258e+04,2.314453340391336e+03,1.494239012038838e+04,1.081428218234493e+04,5.039964357219233e+04,6.370475970544145e+04,4.669915938653392e+06,2.434920375132895e+04,2.842031329755437e+04,2.193721261465342e+04,7.457504113317642e+04
F6,100,,5.270364223166794e+04,2.314453340391336e+03,1.494239012038838e+04,1.081428218234493e+04,5.039964357219233e+04,6.370475970544145e+04,4.669915938653392e+06,2.434915849984732e+04,2.841347604204310e+04,2.193721261465342e+04,7.457504113317642e+04

Function,Iteration,WSOA,PSO,DE,GA,ABC,GWO,WOA,SCA,HHO,MPA,AO,DBO
F7,0,4.107027445121088e+03,5.297625813912475e+03,5.297625813912475e+03,5.297625813912475e+03,8.023632006071305e+03,5.297625813912475e+03,5.297625813912475e+03,5.297625813912475e+03,5.297625813912475e+03,5.297625813912475e+03,5.297625813912475e+03,5.297625813912475e+03
F7,1,2.673701978770092e+03,3.598568415136426e+03,4.152012822491350e+03,5.182676626004244e+03,7.630914003908953e+03,2.692231099355091e+03,3.342375680061458e+03,2.712375462125988e+03,4.315050669725522e+03,3.356051688456581e+03,5.089767844631213e+03,5.297625813912475e+03
F7,2,2.473789928768886e+03,3.598568415136426e+03,3.752182571068873e+03,5.177069658777021e+03,7.630914003908953e+03,2.532022079549421e+03,3.168370633795402e+03,2.712375462125988e+03,2.991790079974654e+03,2.747256551193086e+03,5.089767844631213e+03,5.297625813912475e+03
F7,3,2.350176568554456e+03,3.351365258578343e+03,2.877587708468075e+03,4.790647368927688e+03,7.622939919434785e+03,2.532022079549421e+03,3.160584980168102e+03,2.712375462125988e+03,2.632492491148874e+03,2.582162007324757e+03,5.089767844631213e+03,4.885809337400952e+03
F7,4,2.261947206372162e+03,3.184030903291749e+03,2.877587708468075e+03,3.900553257636837e+03,5.897427672098155e+03,2.532022079549421e+03,2.695410375275208e+03,2.586895599416467e+03,2.632492491148874e+03,2.582162007324757e+03,5.089767844631213e+03,4.331808680327045e+03
F7,5,2.083675569786109e+03,3.184030903291749e+03,2.877587708468075e+03,3.229713690253490e+03,4.192706661978022e+03,2.244312789145209e+03,2.695410375275208e+03,2.586895599416467e+03,2.592125372212638e+03,2.582162007324757e+03,5.089767844631213e+03,4.331808680327045e+03
F7,6,2.083675569786109e+03,3.184030903291749e+03,2.826493523778367e+03,3.168016307388114e+03,4.192398373541851e+03,2.126442391580440e+03,2.695410375275208e+03,2.150581834584170e+03,2.592125372212638e+03,2.582162007324757e+03,5.089767844631213e+03,4.331808680327045e+03
F7,7,2.083675569786109e+03,3.036263884875074e+03,2.826493523778367e+03,3.035446010310598e+03,4.192398373541851e+03,2.126442391580440e+03,2.648268646039783e+03,2.150581834584170e+03,2.438478135071056e+03,2.388840588463832e+03,5.089767844631213e+03,3.476632845717478e+03
F7,8,2.083675569786109e+03,3.017499140507431e+03,2.541740352225715e+03,2.906403619805639e+03,2.821878104253136e+03,2.126442391580440e+03,2.445892975478535e+03,2.150581834584170e+03,2.259462458866583e+03,2.388840588463832e+03,5.089767844631213e+03,3.476632845717478e+03
F7,9,2.083675569786109e+03,3.017499140507431e+03,2.541740352225715e+03,2.906403619805639e+03,2.484581066510980e+03,2.114771722576656e+03,2.445892975478535e+03,2.150581834584170e+03,2.219853124594365e+03,2.388840588463832e+03,5.089767844631213e+03,3.476632845717478e+03
F7,10,2.083675569786109e+03,3.017499140507431e+03,2.541740352225715e+03,2.590595119008115e+03,2.417998866071583e+03,2.114771722576656e+03,2.445892975478535e+03,2.150581834584170e+03,2.219853124594365e+03,2.388840588463832e+03,5.089767844631213e+03,3.131717581614800e+03
F7,11,2.083675569786109e+03,3.017499140507431e+03,2.541740352225715e+03,2.590595119008115e+03,2.369921277922876e+03,2.114771722576656e+03,2.229456799206139e+03,2.150581834584170e+03,2.219853124594365e+03,2.388840588463832e+03,5.089767844631213e+03,3.131717581614800e+03
F7,12,2.083675569786109e+03,2.489239772702084e+03,2.354407328154814e+03,2.576433717703491e+03,2.218240166204157e+03,2.114771722576656e+03,2.229456799206139e+03,2.150581834584170e+03,2.219853124594365e+03,2.388840588463832e+03,5.089767844631213e+03,3.131717581614800e+03
F7,13,2.083675569786109e+03,2.489239772702084e+03,2.354407328154814e+03,2.497976056990187e+03,2.132195895726883e+03,2.114771722576656e+03,2.229456799206139e+03,2.150581834584170e+03,2.219853124594365e+03,2.377820352603936e+03,5.089767844631213e+03,2.537943696343630e+03
F7,14,2.083675569786109e+03,2.412610798692730e+03,2.354407328154814e+03,2.372214765994469e+03,2.132195895726883e+03,2.114771722576656e+03,2.151091363771007e+03,2.150581834584170e+03,2.219853124594365e+03,2.325968339059951e+03,5.089767844631213e+03,2.537943696343630e+03
F7,15,2.083675569786109e+03,2.412610798692730e+03,2.354407328154814e+03,2.318189433709138e+03,2.132195895726883e+03,2.114771722576656e+03,2.151091363771007e+03,2.150581834584170e+03,2.219853124594365e+03,2.325968339059951e+03,5.089767844631213e+03,2.537943696343630e+03
F7,16,2.083675569786109e+03,2.412610798692730e+03,2.326728012264435e+03,2.318113727944105e+03,2.132195895726883e+03,2.114771722576656e+03,2.151091363771007e+03,2.150581834584170e+03,2.219853124594365e+03,2.245488992823777e+03,5.089767844631213e+03,2.537943696343630e+03
F7,17,2.069273671107537e+03,2.412610798692730e+03,2.326728012264435e+03,2.176049013294986e+03,2.132195895726883e+03,2.114771722576656e+03,2.151091363771007e+03,2.150581834584170e+03,2.219853124594365e+03,2.245488992823777e+03,5.089767844631213e+03,2.537943696343630e+03
F7,18,2.069273671107537e+03,2.412610798692730e+03,2.326728012264435e+03,2.174543113291890e+03,2.111967254431429e+03,2.114771722576656e+03,2.151091363771007e+03,2.150581834584170e+03,2.219853124594365e+03,2.239380042097685e+03,5.089767844631213e+03,2.536925266462915e+03
F7,19,2.068546814722913e+03,2.359210009618542e+03,2.326728012264435e+03,2.155778300417836e+03,2.111967254431429e+03,2.114771722576656e+03,2.136486249529208e+03,2.150581834584170e+03,2.219853124594365e+03,2.239380042097685e+03,5.089767844631213e+03,2.535023592407981e+03
F7,20,2.068546814722913e+03,2.330208209240819e+03,2.221734633833084e+03,2.155561380508370e+03,2.107146887333532e+03,2.072730182473997e+03,2.110570620961112e+03,2.150581834584170e+03,2.219853124594365e+03,2.201609746599697e+03,5.089767844631213e+03,2.535023592407981e+03
F7,21,2.068546814722913e+03,2.330208209240819e+03,2.193100569994412e+03,2.142594578137616e+03,2.107146887333532e+03,2.058835567293644e+03,2.106294946818206e+03,2.150581834584170e+03,2.219853124594365e+03,2.201609746599697e+03,5.089767844631213e+03,2.535023592407981e+03
F7,22,2.068546814722913e+03,2.330208209240819e+03,2.193100569994412e+03,2.126242471481870e+03,2.107146887333532e+03,2.058835567293644e+03,2.106294946818206e+03,2.150581834584170e+03,2.219853124594365e+03,2.201609746599697e+03,5.089767844631213e+03,2.535023592407981e+03
F7,23,2.059895650540475e+03,2.330208209240819e+03,2.193100569994412e+03,2.120067731024154e+03,2.092037375106062e+03,2.058835567293644e+03,2.106294946818206e+03,2.150581834584170e+03,2.219853124594365e+03,2.201609746599697e+03,5.089767844631213e+03,2.535023592407981e+03
F7,24,2.055523370012463e+03,2.330208209240819e+03,2.193100569994412e+03,2.071800548624235e+03,2.092037375106062e+03,2.058835567293644e+03,2.106294946818206e+03,2.150581834584170e+03,2.219853124594365e+03,2.201609746599697e+03,5.089767844631213e+03,2.523667188409434e+03
F7,25,2.055523370012463e+03,2.330208209240819e+03,2.193100569994412e+03,2.071720560140037e+03,2.092037375106062e+03,2.058835567293644e+03,2.106294946818206e+03,2.150581834584170e+03,2.219853124594365e+03,2.179169490023227e+03,5.089767844631213e+03,2.523667188409434e+03
F7,26,2.051894745596211e+03,2.234180855282670e+03,2.193100569994412e+03,2.070666408442137e+03,2.090866798659258e+03,2.058835567293644e+03,2.106294946818206e+03,2.150581834584170e+03,2.219853124594365e+03,2.179169490023227e+03,5.089767844631213e+03,2.523667188409434e+03
F7,27,2.051894745596211e+03,2.140043093973413e+03,2.193100569994412e+03,2.070666408442137e+03,2.090866798659258e+03,2.058835567293644e+03,2.106294946818206e+03,2.150581834584170e+03,2.219853124594365e+03,2.179169490023227e+03,5.089767844631213e+03,2.517080736844784e+03
F7,28,2.051894745596211e+03,2.140043093973413e+03,2.136164679917778e+03,2.070174629383303e+03,2.090866798659258e+03,2.058835567293644e+03,2.106294946818206e+03,2.150581834584170e+03,2.219853124594365e+03,2.179169490023227e+03,5.089767844631213e+03,2.507331741813558e+03
F7,29,2.051894745596211e+03,2.140043093973413e+03,2.136164679917778e+03,2.066530596910844e+03,2.089638416847723e+03,2.058835567293644e+03,2.106294946818206e+03,2.150581834584170e+03,2.219853124594365e+03,2.179169490023227e+03,5.089767844631213e+03,2.507331741813558e+03
F7,30,2.051894745596211e+03,2.140043093973413e+03,2.136164679917778e+03,2.065503560596646e+03,2.071910870127817e+03,2.058835567293644e+03,2.087432128411762e+03,2.150581834584170e+03,2.219853124594365e+03,2.179169490023227e+03,5.089767844631213e+03,2.496088751481806e+03
F7,31,2.051894745596211e+03,2.140043093973413e+03,2.136164679917778e+03,2.065503560596646e+03,2.071910870127817e+03,2.058835567293644e+03,2.087432128411762e+03,2.150581834584170e+03,2.219853124594365e+03,2.179169490023227e+03,5.089767844631213e+03,2.496088751481806e+03
F7,32,2.051894745596211e+03,2.140043093973413e+03,2.136164679917778e+03,2.063423223194037e+03,2.071910870127817e+03,2.058835567293644e+03,2.087432128411762e+03,2.150581834584170e+03,2.219853124594365e+03,2.179169490023227e+03,5.089767844631213e+03,2.496088751481806e+03
F7,33,2.051894745596211e+03,2.140043093973413e+03,2.136164679917778e+03,2.060990550558769e+03,2.071835903877381e+03,2.058835567293644e+03,2.087432128411762e+03,2.150581834584170e+03,2.219853124594365e+03,2.179169490023227e+03,5.089767844631213e+03,2.496088751481806e+03
F7,34,2.051894745596211e+03,2.140043093973413e+03,2.136164679917778e+03,2.060990550558769e+03,2.066770539600425e+03,2.058835567293644e+03,2.087432128411762e+03,2.150581834584170e+03,2.219853124594365e+03,2.179169490023227e+03,5.089767844631213e+03,2.496088751481806e+03
F7,35,2.051894745596211e+03,2.140043093973413e+03,2.078227952824042e+03,2.060844533216552e+03,2.066770539600425e+03,2.058835567293644e+03,2.087432128411762e+03,2.150581834584170e+03,2.219853124594365e+03,2.166096079230319e+03,2.488251592825147e+03,2.496088751481806e+03
F7,36,2.046999247933998e+03,2.140043093973413e+03,2.078227952824042e+03,2.059504563619295e+03,2.066770539600425e+03,2.058835567293644e+03,2.087432128411762e+03,2.150581834584170e+03,2.176024081856194e+03,2.151076603109115e+03,2.111640032019041e+03,2.496088751481806e+03
F7,37,2.046999247933998e+03,2.140043093973413e+03,2.078227952824042e+03,2.059504563619295e+03,2.066770539600425e+03,2.058835567293644e+03,2.087432128411762e+03,2.150581834584170e+03,2.176024081856194e+03,2.151076603109115e+03,2.056335716573253e+03,2.496088751481806e+03
F7,38,2.033933658879116e+03,2.140043093973413e+03,2.078227952824042e+03,2.051737604057771e+03,2.066770539600425e+03,2.058835567293644e+03,2.087432128411762e+03,2.150581834584170e+03,2.176024081856194e+03,2.151076603109115e+03,2.047273478640645e+03,2.496088751481806e+03
F7,39,2.033933658879116e+03,2.140043093973413e+03,2.078227952824042e+03,2.051737604057771e+03,2.062434636087694e+03,2.058835567293644e+03,2.087432128411762e+03,2.150581834584170e+03,2.176024081856194e+03,2.151076603109115e+03,2.039489183853349e+03,2.496088751481806e+03
F7,40,2.033933658879116e+03,2.140043093973413e+03,2.078227952824042e+03,2.051737460858910e+03,2.061296703834806e+03,2.058835567293644e+03,2.087432128411762e+03,2.150581834584170e+03,2.174515329659699e+03,2.151076603109115e+03,2.037555181083341e+03,2.496088751481806e+03
F7,41,2.033933658879116e+03,2.139629848550761e+03,2.078227952824042e+03,2.038279202003082e+03,2.037190718142033e+03,2.058835567293644e+03,2.087432128411762e+03,2.150581834584170e+03,2.173468214655382e+03,2.151076603109115e+03,2.037501633854803e+03,2.496088751481806e+03
F7,42,2.033933658879116e+03,2.139629848550761e+03,2.078227952824042e+03,2.038279202003082e+03,2.037190718142033e+03,2.058835567293644e+03,2.087432128411762e+03,2.150581834584170e+03,2.156250325096579e+03,2.151076603109115e+03,2.037489584222215e+03,2.496088751481806e+03
F7,43,2.033933658879116e+03,2.139629848550761e+03,2.078227952824042e+03,2.038279202003082e+03,2.037190718142033e+03,2.058835567293644e+03,2.087432128411762e+03,2.150581834584170e+03,2.156250325096579e+03,2.151076603109115e+03,2.036819865081400e+03,2.496088751481806e+03
F7,44,2.033933658879116e+03,2.117167366866380e+03,2.078227952824042e+03,2.037332802589169e+03,2.037190718142033e+03,2.058835567293644e+03,2.087432128411762e+03,2.150581834584170e+03,2.156250325096579e+03,2.151076603109115e+03,2.034723451525424e+03,2.496088751481806e+03
F7,45,2.033933658879116e+03,2.111282442601916e+03,2.078227952824042e+03,2.037332802589169e+03,2.037190718142033e+03,2.058835567293644e+03,2.087432128411762e+03,2.150581834584170e+03,2.156250325096579e+03,2.151076603109115e+03,2.034137062008077e+03,2.495872326555770e+03
F7,46,2.033933658879116e+03,2.111282442601916e+03,2.078227952824042e+03,2.035319858672092e+03,2.037190718142033e+03,2.058835567293644e+03,2.087432128411762e+03,2.150581834584170e+03,2.142978116251889e+03,2.151076603109115e+03,2.034120050006709e+03,2.495872326555770e+03
F7,47,2.033933658879116e+03,2.111282442601916e+03,2.078227952824042e+03,2.035319858672092e+03,2.037190718142033e+03,2.058835567293644e+03,2.087432128411762e+03,2.150581834584170e+03,2.142978116251889e+03,2.151076603109115e+03,2.034120050006709e+03,2.495872326555770e+03
F7,48,2.033933658879116e+03,2.111282442601916e+03,2.078227952824042e+03,2.035319858672092e+03,2.037190718142033e+03,2.058835567293644e+03,2.087432128411762e+03,2.150581834584170e+03,2.142978116251889e+03,2.151076603109115e+03,2.032881993380873e+03,2.495872326555770e+03
F7,49,2.033933658879116e+03,2.111282442601916e+03,2.078227952824042e+03,2.035319858672092e+03,2.037190718142033e+03,2.058835567293644e+03,2.087432128411762e+03,2.150581834584170e+03,2.142978116251889e+03,2.151076603109115e+03,2.032204636398953e+03,2.495872326555770e+03
F7,50,2.033933658879116e+03,2.093776388997747e+03,2.078227952824042e+03,2.035319858672092e+03,2.030448085002074e+03,2.058835567293644e+03,2.087432128411762e+03,2.150581834584170e+03,2.114983426468935e+03,2.090114033074798e+03,2.030271262558396e+03,2.495872326555770e+03
F7,51,2.033933658879116e+03,2.093776388997747e+03,2.078227952824042e+03,2.035159977403568e+03,2.030448085002074e+03,2.058835567293644e+03,2.087432128411762e+03,2.150581834584170e+03,2.114983426468935e+03,2.090114033074798e+03,2.027348868480959e+03,2.495872326555770e+03
F7,52,2.033933658879116e+03,2.093776388997747e+03,2.078227952824042e+03,2.035159977403568e+03,2.030448085002074e+03,2.058835567293644e+03,2.086880437053541e+03,2.150581834584170e+03,2.113730594798643e+03,2.090114033074798e+03,2.026942977954967e+03,2.493550777198274e+03
F7,53,2.033933658879116e+03,2.080497643567697e+03,2.078227952824042e+03,2.033528696968885e+03,2.030448085002074e+03,2.058835567293644e+03,2.086880437053541e+03,2.150581834584170e+03,2.113730594798643e+03,2.090114033074798e+03,2.025261325371588e+03,2.493550777198274e+03
